Date,Price,f000_settle,f001_settle,f002_settle,f003_settle,f004_settle,f005_settle,f006_settle,f007_settle,f008_settle,f009_settle,f010_settle,f011_settle,f012_settle,f013_settle,f014_settle,f015_settle,f016_settle,f017_settle,f018_settle,f019_settle,f020_settle,f021_settle,f022_settle,f023_settle,f024_settle,f025_settle,f026_settle,f027_settle,f028_settle,f029_settle,f030_settle,f031_settle,f032_settle,f033_settle,f034_settle,f035_settle,f036_settle,f037_settle,f038_settle,f039_settle,f040_settle,f041_settle,f042_settle,f043_settle,f044_settle,f045_settle,f046_settle,f047_settle,f048_settle,f049_settle,f050_settle,f051_settle,f052_settle,f053_settle,f054_settle,f055_settle,f056_settle,f057_settle,f058_settle,f059_settle,f060_settle,f061_settle,f062_settle,f063_settle,f064_settle,f065_settle,f066_settle,f067_settle,f068_settle,f069_settle,f070_settle,f071_settle,f072_settle,f073_settle,f074_settle,f075_settle,f076_settle,f077_settle,f078_settle,f079_settle,f080_settle,f081_settle,f082_settle,f083_settle,f084_settle,f085_settle,f086_settle,f087_settle,f088_settle,f089_settle,f090_settle,f091_settle,f092_settle,f093_settle,f094_settle,f095_settle,f096_settle,f097_settle,f098_settle,f099_settle,f100_settle,f101_settle,f102_settle,f103_settle,f104_settle,f105_settle,f106_settle,f107_settle,f108_settle,f109_settle,f110_settle,f111_settle,f112_settle,f113_settle,f114_settle,f115_settle,f116_settle,f117_settle,f118_settle,f119_settle,f120_settle,f121_settle,f122_settle,f123_settle,f124_settle,f125_settle,f126_settle,f127_settle,f128_settle,f129_settle,f130_settle,f131_settle,f132_settle,f133_settle,f134_settle,f135_settle,f136_settle,f137_settle
2011-03-14,626.6592820000002,22.3,23.1,0.9969,55.38,55.95,1.6157,1.6132,666.0,672.5,624.0,1.024,1.0212,101.19,102.19,102.79,16.66,16.02,1.3973,1.394,99.64,99.57,99.46,1290.5,99.86,99.86,117.890625,1424.9,1426.3,4.1865,4.204,3.0638,3.0709,12258.0,12273.0,825.5,836.5,307.8,322.5,116.5,116.65,85.95,97.55,947.0,944.7,83380.0,82600.0,0.7351,3.914,3.976,4.04,9390.0,9415.0,2289.5,344.0,351.75,748.2,1752.3,2.9603,2.964,13.375,13.665,796.5,1340.0,1348.0,1343.5,1.0832,35.84,355.5,359.1,1290.5,1285.1,109.3828125,120.1875,120.75,119.28125,720.75,753.0,789.5,11926.0,11853.0,6899.5,6924.5,2777.0,2776.0,122.19,121.85,115.22,114.63,107.4,106.935,125.7,126.0,113.69,113.676,113.546,3389.0,197.94,186.25,76.635,77.06,963.0,962.5,273.3,275.35,63.3,63.93,1.6157,1.6125,3.0638,3.0709,168.95,166.45,27.79,25.6,101.19,102.19,2184.0,2164.0,98.49,98.205,99.03,98.83,117.92,119.02,5731.0,5697.0,859.25,866.25,782.2,780.2,16510.0,16640.0,68810.0,69010.0,34155.0,33975.0,17730.0,17930.0
2011-03-15,628.3417242,23.45,23.75,0.9795,52.88,53.45,1.6076,1.6053,636.0,642.5,594.0,1.0163,1.0139,97.18,97.98,98.58,16.4,15.96,1.3978,1.3948,99.63,99.565,99.455,1275.25,99.86,99.86,117.875,1392.8,1394.2,4.137,4.1530000000000005,2.9538,2.9608,12378.0,12393.0,777.0,787.75,304.5,319.3,113.5,113.65,84.875,94.75,938.7,936.5,82750.0,82000.0,0.7257,3.941,4.012,4.08,8985.0,9010.0,2245.0,324.0,331.75,704.9,1705.6,2.8029,2.8067,12.875,13.165,786.4,1270.0,1278.0,1273.5,1.0911,34.12,340.8,344.9,1275.3,1269.9,109.3671875,120.34375,121.3125,119.84375,667.75,700.5,737.75,11789.0,11718.0,6687.5,6711.0,2716.0,2716.0,123.02,122.66,115.79,115.2,107.63,107.18,129.75,131.1,108.562,108.53,108.406,3255.0,190.94,179.25,76.656,77.09100000000002,952.0,951.5,262.95,265.1,64.75,65.62,1.6076,1.6027,2.9538,2.9608,167.2,164.85,25.65,23.57,97.18,97.98,2121.0,2110.0,98.52,98.275,99.05,98.87,118.27,119.37,5650.5,5616.5,807.5,816.0,777.3,775.3,16485.0,16575.0,69000.0,69100.0,33770.0,33270.0,17895.0,18085.0
2011-03-16,630.7227524,24.9,25.15,0.9727,52.96,53.53,1.6012,1.599,616.5,623.75,583.0,1.0062,1.0039,97.98,98.95,99.58,16.49,16.15,1.3882,1.3854,99.61,99.555,99.47,1254.0,99.86,99.86,118.421875,1396.1,1397.5,4.1975,4.213,2.9972,3.0047,12488.0,12502.0,778.25,788.75,302.7,318.0,110.5,110.65,85.3,95.35,931.9,929.6,81700.0,80980.0,0.7249,3.938,4.01,4.079,8530.0,8555.0,2208.5,315.0,323.25,705.05,1700.5,2.8437,2.8503,12.76,13.055,779.4,1287.0,1295.25,1290.75,1.1004,34.475,344.5,347.8,1253.9,1248.5,109.46875,121.25,122.5,121.03125,662.0,696.0,734.5,11578.0,11506.0,6552.5,6575.0,2651.0,2650.0,123.65,123.29,116.24,115.69,107.79,107.35,132.1,133.2,110.604,110.472,110.28,3215.0,185.12,175.46,76.986,77.406,959.0,956.75,265.35,267.5,65.01,65.75,1.6012,1.5998,2.9972,3.0047,165.55,163.15,25.85,23.66,98.174,99.076,2102.0,2096.0,98.55,98.35,99.06,98.91,118.85,119.95,5570.0,5535.5,806.0,815.25,781.1,779.1,16405.0,16510.0,69700.0,69760.0,33810.0,33500.0,17885.0,18055.0
2011-03-17,634.701388,24.15,24.4,0.9702,54.52,55.07,1.612,1.6095,646.5,653.75,613.0,1.0111,1.0087,101.614,102.524,103.168,16.79,16.6,1.3988,1.3959,99.62,99.56,99.46,1268.75,99.86,99.86,118.21875,1404.2,1405.6,4.3439999999999985,4.3595,3.0649,3.0745,12655.0,12669.0,831.0,841.75,312.7,327.9,111.6,111.775,88.15,97.675,934.5,932.4,81950.0,81200.0,0.7140000000000001,4.158,4.234,4.299,8890.0,8925.0,2226.0,335.0,343.25,716.8,1706.9,2.9506,2.9563,13.26,13.555,781.9,1335.25,1343.5,1339.75,1.1113,34.26,358.6,361.8,1268.8,1263.5,109.421875,120.9375,121.9375,120.46875,710.25,745.25,784.0,11711.0,11641.0,6676.0,6697.5,2707.0,2706.0,122.83,122.47,115.68,115.11,107.565,107.12,128.25,128.95,114.9,114.65,114.38,3282.0,192.12,182.46,76.34,76.835,974.25,972.5,270.9,273.1,62.99,63.59,1.612,1.6087,3.0649,3.0745,164.85,162.8,26.74,24.6,101.808,102.658,2126.0,2121.0,98.53,98.28,98.99,98.81,118.12,119.22,5644.0,5610.5,854.75,865.25,790.8,788.8,16355.0,16440.0,69940.0,69990.0,34455.0,34270.0,17650.0,17855.0
2011-03-18,634.3152872000002,23.35,23.65,0.9856,55.77,56.35,1.6199,1.6175,683.5,690.0,637.0,1.0123,1.0099,101.382,102.086,102.644,16.65,16.48,1.4137,1.4105,99.63,99.57,99.47,1274.25,99.86,99.86,118.0625,1416.1,1417.5,4.339,4.3555,3.0243,3.0364,12356.0,12370.0,845.0,855.75,319.4,334.3,111.65,111.8,88.325,99.825,940.1,938.0,82280.0,81550.0,0.7275,4.168,4.246,4.316,9245.0,9275.0,2221.5,352.0,360.5,731.2,1723.4,2.9494,2.9544,13.635,13.935,792.4,1362.5,1371.5,1367.25,1.1096,35.06,367.9,371.1,1274.2,1268.9,109.421875,120.6875,121.75,120.28125,723.0,758.5,797.25,11799.0,11729.0,6694.5,6716.5,2717.0,2717.0,122.63,122.27,115.39,114.81,107.38,106.935,127.15,127.75,113.93,113.77,113.51,3127.0,199.12,189.46,75.971,76.426,972.25,970.5,276.2,278.4,62.34,63.24,1.6199,1.6171,3.0243,3.0364,163.45,161.75,27.71,25.49,101.538,102.204,2003.0,2008.0,98.45,98.185,99.03,98.85,118.59,119.69,5677.5,5643.0,867.5,876.25,792.7,790.7,16440.0,16545.0,71350.0,71630.0,35525.0,35315.0,17875.0,18075.0
2011-03-21,634.9912721,21.6,22.3,0.9955,55.88,56.45,1.6302,1.6277,686.5,693.5,645.5,1.0202,1.0177,102.786,103.468,104.056,16.54,16.43,1.4207,1.4174,99.625,99.555,99.445,1293.0,99.86,99.86,117.65625,1426.4,1427.8,4.2860000000000005,4.303,3.0525,3.0672,12342.0,12356.0,842.0,852.75,323.8,337.1,113.6,113.675,88.4,100.975,958.4,956.3,82880.0,82150.0,0.7305,4.1610000000000005,4.2410000000000005,4.313,9540.0,9570.0,2254.5,350.0,358.25,742.3,1744.9,2.9974,3.006,13.835,14.14,810.9,1363.0,1373.0,1369.5,1.106,36.0,366.4,370.3,1293.1,1287.8,109.328125,120.203125,121.46875,120.0,721.0,757.0,797.0,11963.0,11896.0,6828.0,6851.5,2780.0,2780.0,122.17,121.8,115.07,114.48,107.235,106.795,129.05,128.95,114.96,114.91,114.74,3189.0,198.96,189.9,75.655,76.085,978.25,977.5,277.0,279.15,60.81,61.7,1.6302,1.6283,3.0525,3.0672,158.05,156.9,27.48,25.33,102.938,103.594,2050.0,2051.0,98.445,98.165,99.02,98.83,118.37,119.47,5737.0,5702.5,869.25,879.0,807.4,805.4,16475.0,16570.0,71180.0,71370.0,35955.0,35485.0,17755.0,17935.0
2011-03-22,634.0278998,21.5,22.25,1.0015,55.86,56.42,1.6365,1.6337,686.75,694.0,645.75,1.0193,1.0168,104.776,105.41,105.904,16.44,16.18,1.4185,1.4152,99.625,99.555,99.445,1288.0,99.86,99.86,117.546875,1427.6,1429.1,4.2860000000000005,4.303,3.0762,3.0921,12363.0,12377.0,845.0,855.75,315.5,331.9,113.6,113.675,88.4,100.975,953.2,951.1,82900.0,82180.0,0.7374,4.1610000000000005,4.2410000000000005,4.313,9570.0,9600.0,2257.25,342.0,350.25,737.85,1739.4,2.9974,3.006,13.855,14.16,806.1,1365.5,1375.0,1370.5,1.1081,36.27,366.4,370.3,1293.1,1287.8,109.2890625,120.046875,121.46875,120.0,722.25,757.75,796.5,11955.0,11893.0,6807.5,6831.0,2779.0,2779.0,122.02,121.66,115.04,114.46,107.285,106.83,129.75,129.5,115.7,115.64,115.45,3263.0,205.96,196.9,75.673,76.083,987.5,986.75,273.45,275.7,61.79,62.74,1.6365,1.635,3.0762,3.0921,158.2,156.75,27.16,25.25,104.97,105.52,2089.0,2085.0,98.455,98.175,98.96,98.75,117.82,118.92,5731.0,5696.5,866.0,875.0,804.9,802.9,16550.0,16660.0,71020.0,71120.0,36675.0,35760.0,17750.0,17895.0
2011-03-23,635.2374151,20.5,21.6,1.0048,55.48,56.05,1.6229,1.6201,681.0,688.5,645.5,1.018,1.0156,105.75,106.21,106.58,16.35,16.17,1.4103,1.4069999999999998,99.62,99.53,99.41,1292.0,99.86,99.86,117.515625,1438.0,1439.5,4.4285,4.4445,3.055,3.0719,12376.0,12390.0,830.0,840.5,311.5,328.5,114.1,113.35,90.075,100.525,950.4,948.3,82900.0,82180.0,0.7385,4.335,4.412,4.477,9445.0,9475.0,2265.0,339.5,348.0,749.3,1760.0,3.0213,3.0286,14.045,14.35,808.9,1351.25,1361.0,1357.5,1.1021,37.2,360.0,364.3,1292.1,1286.9,109.28125,119.96875,121.28125,119.8125,714.25,750.25,789.0,12021.0,11957.0,6822.0,6845.5,2787.0,2786.0,122.3,121.95,115.2,114.61,107.355,106.9,129.7,130.0,115.55,115.47,115.25,3251.0,201.87,193.93,76.046,76.456,988.0,986.5,268.6,270.95,62.39,63.21,1.6229,1.6188,3.055,3.0719,159.5,157.6,26.58,24.65,105.75,106.21,2089.0,2089.0,98.47,98.205,98.97,98.77,118.28,119.38,5744.0,5709.5,859.0,868.25,805.9,803.9,16585.0,16695.0,71500.0,71680.0,37275.0,36395.0,18180.0,18325.0
2011-03-24,633.4013653,19.95,21.05,1.0125,56.12,56.7,1.6091,1.6065,702.5,708.0,658.5,1.0223,1.0199,105.6,106.11,106.52,16.57,16.7,1.4164,1.4131,99.62,99.53,99.4,1305.25,99.86,99.86,117.1875,1434.9,1436.4,4.4245,4.4405,3.062,3.0787,12360.0,12373.0,853.25,863.75,313.1,331.0,115.825,114.775,90.325,101.175,960.7,958.6,83100.0,82380.0,0.7466,4.2606,4.341,4.4110000000000005,9555.0,9575.0,2308.5,348.5,357.25,752.25,1760.0,3.0448,3.0508,14.19,14.5,815.7,1354.5,1364.5,1362.5,1.1029,37.375,359.8,364.4,1305.2,1300.0,109.2265625,119.5,120.75,119.3125,739.5,774.75,812.5,12116.0,12055.0,6959.0,6983.5,2835.0,2834.0,122.2,121.84,115.2,114.6,107.365,106.91,128.3,128.3,115.72,115.6,115.37,3203.0,208.82,200.49,75.888,76.328,981.75,980.75,265.8,268.25,63.13,64.01,1.6091,1.6063,3.062,3.0787,161.8,159.55,27.45,25.31,105.6,106.11,2074.0,2074.0,98.47,98.195,99.01,98.82,118.0,119.1,5845.0,5810.5,883.25,891.25,805.1,803.1,16625.0,16740.0,72250.0,72480.0,37410.0,36745.0,18330.0,18495.0
2011-03-25,633.159996,19.75,21.05,1.0156,56.84,57.41,1.5999,1.5973,689.5,695.5,644.75,1.0174,1.015,105.4,105.94,106.38,16.79,17.22,1.4051,1.4018,99.62,99.505,99.355,1310.0,99.865,99.86,116.890625,1426.2,1427.6,4.419,4.4355,3.0548,3.0715,12289.0,12303.0,855.0,865.75,319.4,338.2,118.6,117.75,92.475,103.7,968.1,966.0,82950.0,82180.0,0.7498,4.4378,4.5192,4.5922,9415.0,9440.0,2317.0,349.0,357.5,750.4,1745.6,3.0445,3.0495,14.295,14.6,821.0,1358.25,1368.5,1367.0,1.0882,37.05,357.2,362.0,1310.0,1304.9,109.078125,119.1875,120.25,118.8125,733.25,768.75,806.5,12170.0,12107.0,6981.5,7006.0,2838.0,2837.0,122.03,121.67,115.07,114.47,107.305,106.85,127.35,127.5,115.59,115.42,115.17,3242.0,204.49,197.11,76.485,76.9,979.75,978.5,268.6,271.05,62.328,63.548,1.5999,1.5964,3.0581400000000003,3.07424,162.45,160.25,27.86,25.62,105.4,105.94,2111.0,2109.0,98.465,98.185,98.99,98.81,117.91,119.01,5865.0,5830.5,881.0,889.25,804.3,802.3,16670.0,16785.0,72210.0,72400.0,37265.0,36515.0,18250.0,18420.0
2011-03-28,634.7917772000002,20.55,21.68,1.0177,56.53,57.11,1.5986,1.596,671.0,678.0,631.25,1.0229,1.0204,103.98,104.56,105.06,17.12,17.41,1.4078,1.4045,99.615,99.495,99.335,1302.25,99.865,99.863,116.765625,1420.18,1421.6,4.35,4.367,3.02816,3.04382,12251.0,12264.0,848.5,859.25,315.5,331.3,117.755,117.26,94.73,103.115,960.9,958.8,83050.0,82280.0,0.7496,4.4184,4.4912,4.5644,9375.0,9400.0,2295.75,349.0,357.5,745.7,1748.66,3.0274400000000004,3.02524,13.89,14.195,817.4,1348.5,1359.25,1358.25,1.0913,37.09,353.6,358.2,1302.2,1297.1,109.03125,119.078125,120.40625,118.9375,725.25,761.0,798.75,12112.0,12051.0,6960.5,6985.0,2837.0,2836.0,121.69,121.31,114.86,114.26,107.26,106.81,126.7,126.95,114.8,114.58,114.32,3248.0,197.49,190.11,76.376,76.816,981.15,979.65,263.95,266.45,63.12,64.348,1.5986,1.5973,3.03142,3.04644,162.5,159.6,27.05,24.96,103.98,104.56,2124.0,2113.0,98.45,98.165,98.98,98.79,117.81,118.91,5859.0,5824.5,875.0,883.5,795.0,793.0,16666.0,16791.0,71426.0,71476.0,36342.0,35648.0,18186.0,18325.0
2011-03-29,634.0375577000002,20.14,21.27,1.0194,57.02,57.61,1.5975,1.595,671.75,678.75,632.5,1.0237,1.0212,104.79,105.32,105.79,16.792,16.848,1.4068,1.4034,99.615,99.495,99.33,1316.25,99.868,99.861,116.625,1416.72,1418.1,4.3465,4.3635,3.04782,3.0623,12135.0,12148.0,867.0,877.5,305.6,324.7,118.185,118.42,97.55,103.375,973.6,971.5,83050.0,82300.0,0.7536,4.2584,4.3206,4.3958,9510.0,9535.0,2322.5,351.0,359.5,752.95,1742.0,3.0449200000000003,3.03856,13.855,14.165,827.2,1361.5,1372.25,1371.75,1.0854,36.99,358.6,363.0,1316.5,1311.4,108.984375,118.765625,119.75,118.25,737.25,772.75,810.25,12225.0,12156.0,6959.0,6984.0,2835.0,2834.0,121.5,121.13,114.68,114.06,107.2,106.745,125.74,125.98,115.16,114.96,114.7,3057.0,194.88,187.79,76.502,76.942,977.45,976.05,261.45,264.05,62.588,63.902,1.5975,1.5935,3.05098,3.0648,161.65,159.05,27.02,24.93,104.79,105.32,1997.0,1994.0,98.47,98.165,99.0,98.81,117.7,118.8,5885.0,5850.5,888.25,898.5,798.5,796.5,16627.0,16730.0,70768.0,70842.0,36097.0,34954.0,18018.0,18199.0
2011-03-30,634.4241129,20.12,21.15,1.0231,57.32,57.91,1.6054,1.6027,663.25,671.0,625.25,1.0279,1.0253,104.27,104.84,105.37,16.637999999999998,16.672,1.41,1.4066,99.63,99.505,99.35,1323.75,99.872,99.864,116.84375,1424.46,1425.8,4.274,4.292,3.04788,3.0603,12072.0,12084.0,862.0,872.75,299.6,322.6,119.965,120.01,99.31,103.15,982.4,980.3,83300.0,82500.0,0.7589,4.355,4.426,4.502,9790.0,9815.0,2334.5,349.5,358.0,758.1,1773.02,3.05998,3.048,13.78,14.095,838.8,1372.0,1382.75,1381.75,1.0884,37.51,360.5,365.2,1323.9,1318.7,109.03125,119.125,120.1875,118.71875,727.25,763.25,801.25,12286.0,12218.0,7071.5,7096.5,2856.0,2855.0,121.43,121.0,114.68,114.03,107.235,106.765,125.27,125.52,115.13,114.95,114.73,2987.0,193.67,186.85,76.357,76.797,976.35,974.8,264.8,267.4,61.344,62.956,1.6054,1.6029,3.05064,3.0626,161.5,159.45,27.21,25.23,104.27,104.84,1944.0,1948.0,98.495,98.195,98.95,98.76,117.31,118.41,5903.0,5868.5,886.0,894.0,807.7,805.7,16694.0,16812.0,71096.0,71176.0,36279.0,35539.0,18137.0,18298.0
2011-03-31,634.8982859,20.5,21.36,1.0273,58.78,59.38,1.6052,1.6024,693.25,701.0,655.25,1.0306,1.028,106.72,107.24,107.71,16.702,16.828,1.4181,1.4144,99.64,99.54,99.395,1321.75,99.876,99.867,116.796875,1439.7,1441.02,4.3075,4.3255,3.10796,3.12114,12040.0,12051.0,908.0,918.5,303.4,323.4,121.09,121.935,101.845,103.775,987.0,984.9,83580.0,82780.0,0.7599,4.3889999999999985,4.458,4.533,9735.0,9765.0,2336.25,367.25,376.0,767.9,1782.42,3.10768,3.09498,13.985,14.305,841.7,1410.25,1421.0,1419.25,1.0918,37.89,370.7,375.1,1321.0,1315.8,109.0625,119.03125,120.1875,118.71875,763.25,799.25,838.0,12252.0,12185.0,7078.5,7103.5,2844.0,2844.0,121.28,120.86,114.57,113.92,107.18,106.72,127.44,127.77,117.36,117.2,116.97,2952.0,200.23,192.9,76.072,76.527,990.0,987.85,264.15,266.75,64.06,65.32,1.6052,1.6024,3.1125,3.1233,162.8,160.45,27.11,25.04,106.72,107.24,1915.0,1916.0,98.48,98.16,98.96,98.75,117.17,118.27,5884.5,5850.0,923.75,932.0,807.3,805.3,16633.0,16747.0,70482.0,70514.0,36061.0,35225.0,17995.0,18158.0
2011-04-01,635.6157289,20.55,21.4,1.0297,58.68,59.28,1.6104,1.6074,736.0,743.0,681.5,1.0349,1.0322,107.94,108.5,108.94,16.58,16.7,1.4216,1.418,99.655,99.545,99.39,1327.75,99.875,99.865,116.65625,1428.9,1430.3,4.2585,4.276,3.1345,3.1452,11897.0,11908.0,906.5,917.25,297.0,319.9,121.25,122.6,103.575,103.4,994.5,992.3,83980.0,83180.0,0.7647,4.362,4.437,4.515,9825.0,9855.0,2338.5,375.0,384.0,775.05,1776.9,3.1513,3.1302,13.81,14.13,845.5,1393.75,1404.25,1404.5,1.0831,37.735,360.9,366.2,1327.7,1322.6,109.015625,118.96875,120.375,118.90625,759.5,796.0,834.25,12318.0,12250.0,7198.5,7223.5,2885.0,2884.0,121.0,120.52,114.38,113.7,107.1,106.625,129.0,129.35,118.7,118.41,118.12,3011.0,195.55,188.1,76.083,76.498,997.0,995.0,259.9,262.65,63.52,64.37,1.6104,1.6061,3.1345,3.1452,162.9,160.65,27.44,25.4,107.94,108.5,1947.0,1950.0,98.475,98.15,98.93,98.71,116.82,117.92,5972.5,5938.0,922.5,930.5,809.2,807.2,16660.0,16770.0,70630.0,70640.0,36105.0,35345.0,18050.0,18215.0
2011-04-06,638.8992432,20.15,21.1,1.035,58.78,59.38,1.6312,1.6281,763.0,770.5,703.5,1.0409,1.0381,108.83,109.48,110.05,16.45,16.65,1.4314,1.4275,99.68,99.57,99.375,1329.0,99.885,99.87,116.359375,1458.5,1459.8,4.37,4.388,3.1912,3.2045,11713.0,11723.0,939.5,950.25,282.1,299.1,118.25,119.35,101.5,101.5,997.5,995.3,84250.0,83450.0,0.7762,4.146,4.22,4.302,9675.0,9705.0,2325.5,392.0,400.5,784.6,1797.8,3.1929,3.1749,14.08,14.395,851.4,1376.5,1388.25,1389.0,1.088,39.39,355.6,360.7,1328.9,1323.6,108.9453125,118.375,118.96875,117.46875,782.25,818.25,855.75,12357.0,12289.0,7236.5,7261.5,2897.0,2897.0,120.62,120.16,114.25,113.55,107.085,106.59,129.35,129.55,122.3,121.93,121.59,2999.0,208.06,195.42,75.757,76.172,1021.75,1020.25,265.15,267.9,61.31,62.8,1.6312,1.629,3.1912,3.2045,164.05,160.35,26.71,24.97,108.83,109.48,1928.0,1921.0,98.475,98.14,98.95,98.74,116.6,116.62,6002.0,5968.0,954.5,963.0,812.0,810.0,16700.0,16810.0,71220.0,71160.0,36935.0,36215.0,18300.0,18465.0
2011-04-07,641.267259,20.35,21.3,1.0367,58.32,58.94,1.6301,1.6269999999999998,759.0,766.25,702.0,1.0412,1.0384,110.3,110.88,111.37,16.7,16.88,1.4278,1.4239,99.695,99.6,99.42,1328.5,99.885,99.87,116.546875,1459.3,1460.6,4.4165,4.435,3.2060000000000004,3.218,11779.0,11789.0,922.75,933.75,272.1,289.1,117.65,119.075,100.1,100.125,992.9,990.7,84350.0,83550.0,0.7749,4.057,4.126,4.209,9525.0,9555.0,2329.25,373.5,382.0,780.25,1790.6,3.1865,3.1723,13.625,13.94,847.2,1363.5,1375.5,1375.5,1.0918,39.555,350.9,356.3,1328.5,1323.2,109.0390625,118.46875,118.65625,117.125,773.25,809.0,845.25,12351.0,12283.0,7200.5,7225.5,2889.0,2889.0,120.71,120.21,114.27,113.57,107.1,106.61,127.9,127.9,122.67,122.26,121.9,2987.0,208.22,194.57,75.81,76.23,1020.75,1019.25,272.8,275.65,60.42,62.15,1.6301,1.6253,3.2060000000000004,3.218,165.2,161.1,26.5,25.27,110.3,110.88,1921.0,1914.0,98.45,98.13,98.98,98.78,116.63,115.66,5977.0,5943.0,940.75,950.0,804.6,802.6,16735.0,16840.0,71720.0,71750.0,37300.0,36515.0,18390.0,18565.0
2011-04-08,645.3727622,20.65,21.6,1.0437,59.77,60.39,1.6336,1.6306,768.0,774.0,711.0,1.0428,1.0399,112.79,113.37,113.86,17.08,17.34,1.4414,1.4371,99.705,99.61,99.415,1323.75,99.885,99.87,116.453125,1474.1,1475.4,4.5015,4.52,3.3197,3.3292,11793.0,11802.0,932.75,943.0,257.2,279.9,116.95,118.675,100.65,100.4,986.1,983.9,84650.0,83850.0,0.7773,4.041,4.107,4.192,9730.0,9760.0,2318.0,393.5,402.0,794.2,1812.1,3.2607,3.2462,13.685,14.005,838.4,1392.25,1403.75,1404.0,1.0993,40.61,357.2,362.6,1323.8,1318.5,109.0078125,118.375,118.53125,116.96875,797.5,832.25,867.5,12326.0,12257.0,7223.0,7249.0,2904.0,2904.0,120.04,119.53,113.91,113.19,106.945,106.435,128.75,128.85,126.65,126.12,125.64,2974.0,202.97,189.9,75.273,75.703,1048.25,1046.0,274.95,277.85,61.26,63.26,1.6336,1.6313,3.3197,3.3292,166.75,162.8,25.66,24.88,112.79,113.37,1898.0,1889.0,98.42,98.08,99.04,98.82,116.1,115.05,5998.5,5964.0,953.25,961.25,812.5,810.5,16750.0,16855.0,72520.0,72560.0,37610.0,36800.0,18530.0,18680.0
2011-04-11,649.9874907000002,20.45,21.55,1.0415,59.77,60.39,1.6332,1.6304,776.0,781.25,718.5,1.0435,1.0407,109.92,110.57,111.17,17.25,17.65,1.4408,1.4365,99.705,99.61,99.415,1320.0,99.89,99.875,116.484375,1468.1,1469.3,4.5015,4.52,3.2525,3.2647,11816.0,11825.0,919.0,929.25,257.2,279.9,116.95,118.675,100.65,100.4,978.2,976.0,84650.0,83830.0,0.7756,4.041,4.107,4.192,9650.0,9680.0,2308.0,401.5,410.0,788.25,1792.8,3.2607,3.2462,13.72,14.035,831.4,1368.5,1379.75,1381.25,1.1036,40.615,357.2,362.6,1323.8,1318.5,108.9921875,118.453125,118.5,116.9375,798.25,831.75,867.0,12321.0,12251.0,7226.5,7252.5,2902.0,2902.0,119.9,119.4,113.84,113.1,106.925,106.41,129.15,129.45,123.868,123.324,122.854,3022.0,204.58,190.91,75.282,75.707,1048.25,1047.25,274.6,277.6,61.15,63.12,1.633,1.631,3.2525,3.2647,169.7,165.2,26.04,24.84,109.92,110.57,1914.0,1910.0,98.425,98.07,99.05,98.83,115.98,114.93,6011.0,5976.5,935.75,944.0,798.2,796.2,16795.0,16905.0,73450.0,73520.0,38630.0,37870.0,18705.0,18870.0
2011-04-12,649.6991906000002,20.7,21.7,1.039,57.24,57.87,1.6242,1.6218,752.5,757.5,696.5,1.0389,1.0362,106.25,106.97,107.64,17.09,17.64,1.4466,1.4424,99.705,99.625,99.46,1308.0,99.89,99.875,116.953125,1453.6,1454.8,4.3835,4.4030000000000005,3.1726,3.1863,11948.0,11957.0,894.0,904.5,241.0,266.0,115.6,117.4,99.35,99.025,967.7,965.5,84080.0,83250.0,0.7821,4.098,4.168,4.253,9520.0,9550.0,2293.0,391.0,399.5,770.1,1774.3,3.1641,3.1449,13.37,13.69,819.3,1329.75,1341.0,1343.25,1.1156,40.065,342.4,347.4,1308.3,1302.9,109.1484375,119.09375,119.34375,117.78125,759.5,792.25,830.5,12193.0,12123.0,7128.0,7153.0,2856.0,2856.0,120.46,119.96,114.24,113.54,107.06,106.565,127.25,127.55,120.724,120.282,119.916,3053.0,199.73,185.57,75.065,75.5,1008.5,1010.5,273.8,276.9,60.61,62.03,1.6242,1.62,3.1726,3.1863,168.55,164.0,25.58,24.37,106.25,106.97,1938.0,1937.0,98.455,98.12,99.13,98.96,117.04,115.99,5924.0,5889.5,911.75,919.5,787.9,785.9,16705.0,16805.0,72690.0,72750.0,38240.0,37425.0,18480.0,18655.0
2011-04-13,646.8472664,20.35,21.45,1.0418,57.36,57.99,1.6261,1.6236,755.5,761.0,702.5,1.0373,1.0346,107.11,107.71,108.24,16.94,17.51,1.442,1.4377,99.71,99.635,99.48,1309.0,99.895,99.88,117.140625,1455.6,1456.8,4.2945,4.3145,3.2028,3.2161,11932.0,11941.0,885.0,895.5,251.0,276.0,115.775,117.675,101.45,101.025,971.6,969.4,84400.0,83580.0,0.785,4.141,4.206,4.283,9595.0,9625.0,2308.5,386.75,395.5,765.3,1777.2,3.2424,3.2162,13.625,13.95,820.9,1333.5,1345.0,1347.5,1.1163,40.24,342.2,347.6,1308.7,1303.3,109.1953125,119.390625,119.8125,118.25,752.75,788.0,827.25,12199.0,12129.0,7201.5,7227.5,2874.0,2874.0,120.47,119.98,114.2,113.48,107.04,106.55,126.9,127.15,122.55,122.084,121.692,3066.0,197.35,180.64,75.19,75.62,1014.75,1017.75,280.7,283.7,60.07,61.49,1.6261,1.6233,3.2028,3.2161,168.15,163.4,24.79,23.65,107.23,107.816,1948.0,1946.0,98.445,98.105,99.11,98.91,116.95,115.9,5967.5,5932.5,904.0,912.0,788.4,786.4,16655.0,16755.0,71860.0,71860.0,37930.0,37040.0,18305.0,18465.0
